Site,Year,Type,lat,lon,population,WeeklyIncome,WeeklyRent,Weekly pay,WeeklyLoanRatio,WeeklyRentRatio,No_of_Sales,Median_Price,Mean_Price
Brimbank City,2008,Units/Apartment,-37.7594793,144.8071366,182735,1106,265,162.0512821,6.824999998,4.173584906,647,240000,248457
Brimbank City,2008,Vacant House Block,-37.7594793,144.8071366,182735,1106,265,130.7692308,8.457647057,4.173584906,1055,154000,156780
Brimbank City,2007,House,-37.7594793,144.8071366,182735,1106,265,204.7969231,5.400471761,4.173584906,2998,262000,287035
Brimbank City,2007,Units/Apartment,-37.7594793,144.8071366,182735,1106,265,162.0512821,6.824999998,4.173584906,758,215000,248389
Brimbank City,2007,Vacant House Block,-37.7594793,144.8071366,182735,1106,265,130.7692308,8.457647057,4.173584906,1318,142000,158750
Brimbank City,2006,House,-37.7594793,144.8071366,168215,921,173,184.6153846,4.98875,5.323699422,2223,240000,263099
Brimbank City,2006,Units/Apartment,-37.7594793,144.8071366,168215,921,173,159.2307692,5.784057972,5.323699422,451,207000,234687
Brimbank City,2006,Vacant House Block,-37.7594793,144.8071366,168215,921,173,107.6923077,8.552142857,5.323699422,824,140000,150169
Buloke Shire,2016,House,-36.1736195,143.2180495,6201,839,120,42.05128205,19.95182927,6.991666667,85,82000,104109
Buloke Shire,2016,Units/Apartment,-36.1736195,143.2180495,6201,839,120,94.87179487,8.843513514,6.991666667,2,185000,185000
Buloke Shire,2016,Vacant House Block,-36.1736195,143.2180495,6201,839,120,7.692307692,109.07,6.991666667,12,15000,18062
Buloke Shire,2015,House,-36.1736195,143.2180495,6201,839,120,42.05128205,19.95182927,6.991666667,93,120000,118921
Buloke Shire,2015,Units/Apartment,-36.1736195,143.2180495,6201,839,120,94.87179487,8.843513514,6.991666667,2,170000,170000
Buloke Shire,2015,Vacant House Block,-36.1736195,143.2180495,6201,839,120,7.692307692,109.07,6.991666667,20,15250,22125
Buloke Shire,2014,House,-36.1736195,143.2180495,6201,839,120,42.05128205,19.95182927,6.991666667,90,95000,112017
Buloke Shire,2014,Units/Apartment,-36.1736195,143.2180495,6201,839,120,94.87179487,8.843513514,6.991666667,5,188000,169266
Buloke Shire,2014,Vacant House Block,-36.1736195,143.2180495,6201,839,120,7.692307692,109.07,6.991666667,17,20000,21360
Buloke Shire,2013,House,-36.1736195,143.2180495,6201,839,120,42.05128205,19.95182927,6.991666667,116,101250,109491
Buloke Shire,2013,Units/Apartment,-36.1736195,143.2180495,6201,839,120,94.87179487,8.843513514,6.991666667,3,155000,140000
Buloke Shire,2013,Vacant House Block,-36.1736195,143.2180495,6201,839,120,7.692307692,109.07,6.991666667,21,20000,24489
Buloke Shire,2012,House,-36.1736195,143.2180495,6201,839,120,42.05128205,19.95182927,6.991666667,85,95000,106124
Buloke Shire,2012,Units/Apartment,-36.1736195,143.2180495,6201,839,120,94.87179487,8.843513514,6.991666667,3,189000,146777
Buloke Shire,2012,Vacant House Block,-36.1736195,143.2180495,6201,839,120,7.692307692,109.07,6.991666667,25,17000,48010
Buloke Shire,2011,House,-36.1736195,143.2180495,6384,742,100,58.97435897,12.58173913,7.42,95,115000,123021
Buloke Shire,2011,Units/Apartment,-36.1736195,143.2180495,6384,742,100,87.17948718,8.511176471,7.42,2,170000,170000
Buloke Shire,2011,Vacant House Block,-36.1736195,143.2180495,6384,742,100,14.35897436,51.675,7.42,21,28000,35700
Buloke Shire,2010,House,-36.1736195,143.2180495,6384,742,100,58.97435897,12.58173913,7.42,99,89000,109858
Buloke Shire,2010,Units/Apartment,-36.1736195,143.2180495,6384,742,100,87.17948718,8.511176471,7.42,3,185000,158666
Buloke Shire,2010,Vacant House Block,-36.1736195,143.2180495,6384,742,100,14.35897436,51.675,7.42,24,31250,52645
Buloke Shire,2009,House,-36.1736195,143.2180495,6384,742,100,58.97435897,12.58173913,7.42,85,84000,91658
Buloke Shire,2009,Units/Apartment,-36.1736195,143.2180495,6384,742,100,87.17948718,8.511176471,7.42,5,170000,162600
Buloke Shire,2009,Vacant House Block,-36.1736195,143.2180495,6384,742,100,14.35897436,51.675,7.42,14,10500,24585
Buloke Shire,2008,House,-36.1736195,143.2180495,6384,742,100,58.97435897,12.58173913,7.42,84,90500,101172
Buloke Shire,2008,Units/Apartment,-36.1736195,143.2180495,6384,742,100,87.17948718,8.511176471,7.42,4,172500,161250
Buloke Shire,2008,Vacant House Block,-36.1736195,143.2180495,6384,742,100,14.35897436,51.675,7.42,23,20000,46143
Buloke Shire,2007,House,-36.1736195,143.2180495,6384,742,100,58.97435897,12.58173913,7.42,109,85000,96892
Buloke Shire,2007,Units/Apartment,-36.1736195,143.2180495,6384,742,100,87.17948718,8.511176471,7.42,2,148975,148975
Buloke Shire,2007,Vacant House Block,-36.1736195,143.2180495,6384,742,100,14.35897436,51.675,7.42,40,20000,40864
Buloke Shire,2006,House,-36.1736195,143.2180495,6853,610,75,71.53846154,8.52688172,8.133333333,97,93000,104075
Buloke Shire,2006,Units/Apartment,-36.1736195,143.2180495,6853,610,75,109.6153846,5.564912281,8.133333333,4,142500,140750
Buloke Shire,2006,Vacant House Block,-36.1736195,143.2180495,6853,610,75,19.42307692,31.4059406,8.133333333,30,25250,31483
Campaspe Shire,2016,House,-36.308533,144.6972774,37061,1081,200,138.4615385,7.80722222,5.405,421,270000,283867
Campaspe Shire,2016,Units/Apartment,-36.308533,144.6972774,37061,1081,200,118.4615385,9.125324672,5.405,88,231000,247260
